Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00692511-01,CCN1CCC2=C(C1)SC(NC(=O)COC1=CC=C(Cl)C=C1)=C2C(N)=O,4.41
AB00692510-01,CN1CCC2=C(C1)SC(NC(=O)COC1=CC=CC=C1)=C2C(N)=O,2.57
AB00692509-01,CCN1CCC2=C(C1)SC(NC(=O)COC1=CC=CC=C1)=C2C(N)=O,1.38
AB00692508-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1CCCCC1)=C2C(N)=O,0.97
AB00692507-01,CCN1CCC2=C(C1)SC(NC(=O)C1CCCCC1)=C2C(N)=O,1.87
AB00692506-01,CCN1CCC2=C(C1)SC(NC(=O)C1=NC3=C(S1)C=CC=C3)=C2C(N)=O,71.94
AB00692505-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(O1)[N+]([O-])=O)=C2C(N)=O,99.57
AB00692504-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(O1)[N+]([O-])=O)=C2C(N)=O,99.36
AB00692503-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(Br)S1)=C2C(N)=O,0.66
AB00692502-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(Br)S1)=C2C(N)=O,10.21
AB00692501-01,NC(=O)C1=C(NC(=O)C2=CC=C(Br)S2)SC2=C1CCN(CC1=CC=CC=C1)C2,9.4
AB00692500-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(Br)S1)=C2C(N)=O,7.59
AB00692499-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(Cl)S1)=C2C(N)=O,4.67
AB00692498-01,NC(=O)C1=C(NC(=O)C2=CC=C(Cl)S2)SC2=C1CCN(CC1=CC=CC=C1)C2,-5.06
AB00692497-01,NC(=O)C1=C(NC(=O)C2=CC=C(S2)[N+]([O-])=O)SC2=C1CCN(CC1=CC=CC=C1)C2,96.58
AB00692496-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=CS1)=C2C(N)=O,-2.03
AB00692495-01,NC(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCN(CC1=CC=CC=C1)C2,-4.55
AB00692494-01,CCN1CCC2=C(C1)SC(NC(=O)C1=C(Cl)SC(Cl)=C1)=C2C(N)=O,16.62
AB00692493-01,CC(C)N1CCC2=C(C1)SC(NC(=O)CC1=CC=CC3=C1C=CC=C3)=C2C(N)=O,5.94
AB00692492-01,NC(=O)C1=C(NC(=O)CC2=CC=CC3=C2C=CC=C3)SC2=C1CCN(CC1=CC=CC=C1)C2,17.98
AB00692491-01,NC(=O)C1=C(NC(=O)CC2=CC=CC=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,0.72
AB00692490-01,CC(C)C(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,-1.21
AB00692489-01,CC(C)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-20.75
AB00692488-01,CCN1CCC2=C(C1)SC(NC(=O)C(C)(C)C)=C2C(N)=O,-7.8
AB00692487-01,CCC(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,-3.7
AB00692486-01,CCC(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,2.19
AB00692485-01,CCC(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,4.93
AB00692484-01,COC(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,-1.94
AB00692483-01,COC(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,0.26
AB00692482-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C(=O)OC)=C2C(N)=O,5.15
AB00692481-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(OC(C)C)C=C1)=C2C(N)=O,-2.05
AB00692480-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C)C(C)=C1)=C2C(N)=O,87.49
AB00692479-01,CC1=CC=C(C=C1C)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-5.8
AB00692478-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=CC(=C1)N1C(=O)CCC1=O)=C2C(N)=O,-3.39
AB00692477-01,NC(=O)C1=C(NC(=O)C2=C(F)C=CC=C2F)SC2=C1CCN(CC1=CC=CC=C1)C2,66.2
AB00692476-01,CCCCOC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,11.42
AB00692475-01,CCCCOC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC)CC2)S1,76.72
AB00692474-01,CCOC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-6.3
AB00692473-01,CC(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,3.33
AB00692472-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C#N)=C2C(N)=O,1.6
AB00692471-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C#N)=C2C(N)=O,-5.24
AB00692470-01,NC(=O)C1=C(NC(=O)C2=CC=C(C=C2)C#N)SC2=C1CCN(CC1=CC=CC=C1)C2,-6.9
AB00692469-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC3=C(C=CC=C3)C=C1)=C2C(N)=O,92.97
AB00692468-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC3=C(C=CC=C3)C=C1)=C2C(N)=O,-9.98
AB00692467-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=CC=C1OC1=CC=CC=C1)=C2C(N)=O,81.6
AB00692466-01,NC(=O)C1=C(NC(=O)C2=CC=CC=C2OC2=CC=CC=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,21.43
AB00692465-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=CC=C1OC1=CC=CC=C1)=C2C(N)=O,48.21
AB00692464-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=CC(OC3=CC=CC=C3)=C1)=C2C(N)=O,66.56
AB00692463-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=CC(OC3=CC=CC=C3)=C1)=C2C(N)=O,-13.06
AB00692462-01,NC(=O)C1=C(NC(=O)C2=CC=CC(OC3=CC=CC=C3)=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,1.14
AB00692461-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(OC3=CC=CC=C3)C=C1)=C2C(N)=O,97.66
AB00692460-01,NC(=O)C1=C(NC(=O)C2=CC=C(C=C2)C(=O)C2=CC=CC=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,-6.85
AB00692459-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1)=C2C(N)=O,42.03
AB00692458-01,CCOC1=CC(=CC(OCC)=C1OCC)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,4.93
AB00692457-01,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,-0.6
AB00692456-01,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,-3.87
AB00692455-01,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,1.67
AB00692454-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC(Cl)=CC(Cl)=C1)=C2C(N)=O,-0.19
AB00692453-01,NC(=O)C1=C(NC(=O)C2=CC(Cl)=CC(Cl)=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,-8.45
AB00692452-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC(Cl)=CC(Cl)=C1)=C2C(N)=O,1.71
AB00692451-01,NC(=O)C1=C(NC(=O)C2=CC(Cl)=CC=C2Cl)SC2=C1CCN(CC1=CC=CC=C1)C2,5.36
AB00692450-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC(Cl)=CC=C1Cl)=C2C(N)=O,3.34
AB00692449-01,NC(=O)C1=C(NC(=O)C2=CC=C(Cl)C=C2Cl)SC2=C1CCN(CC1=CC=CC=C1)C2,7.26
AB00692448-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(Cl)C=C1Cl)=C2C(N)=O,11.85
AB00692447-01,COC1=CC=C(C(=O)NC2=C(C(N)=O)C3=C(CN(C)CC3)S2)C(OC)=C1,4.38
AB00692446-01,COC1=CC=C(C(=O)NC2=C(C(N)=O)C3=C(CN(CC4=CC=CC=C4)CC3)S2)C(OC)=C1,-4.34
AB00692445-01,COC1=CC(=CC(OC)=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,6.44
AB00692444-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N(CC=C)CC=C)=C2C(N)=O,-1.54
AB00692443-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CC(C)OC(C)C1)=C2C(N)=O,-11.77
AB00692442-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1)=C2C(N)=O,3.98
AB00692441-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCC1)=C2C(N)=O,-0.35
AB00692440-01,CC(C)CN(CC(C)C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,-5.56
AB00692439-01,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC)CC2)S1,9.98
AB00692438-01,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,-4.75
AB00692437-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)=C2C(N)=O,59.05
AB00692436-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)=C2C(N)=O,-8.57
AB00692435-01,NC(=O)C1=C(NC(=O)C2=CC=C(C=C2)C2=CC=CC=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,5.91
AB00692434-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)=C2C(N)=O,-1.32
AB00692433-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)C(C)(C)C)=C2C(N)=O,98.85
AB00692432-01,COC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC2)C(C)C)S1,0.85
AB00692431-01,COC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(C)CC2)S1,10.52
AB00692430-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(OC)C=C1)=C2C(N)=O,-0.2
AB00692429-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)=C2C(N)=O,3.02
AB00692428-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)=C2C(N)=O,-0.48
AB00692427-01,NC(=O)C1=C(NC(=O)C2=CC=C(C=C2)[N+]([O-])=O)SC2=C1CCN(CC1=CC=CC=C1)C2,12.13
AB00692426-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)=C2C(N)=O,4
AB00692425-01,CC1=CC=C(C=C1)C(=O)NC1=C(C(N)=O)C2=C(CN(CC3=CC=CC=C3)CC2)S1,1.07
AB00692424-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(C)C=C1)=C2C(N)=O,4.95
AB00692423-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(F)C=C1)=C2C(N)=O,1.28
AB00692422-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=C(F)C=C1)=C2C(N)=O,0.92
AB00692421-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(Br)C=C1)=C2C(N)=O,2.07
AB00692420-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=C(Br)C=C1)=C2C(N)=O,-0.08
AB00692419-01,NC(=O)C1=C(NC(=O)C2=CC=C(Br)C=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,-6.08
AB00692418-01,NC(=O)C1=C(NC(=O)C2=CC=C(Cl)C=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,2.24
AB00692417-01,CN1CCC2=C(C1)SC(NC(=O)C1=CC=CC=C1)=C2C(N)=O,7.46
AB00692416-01,NC(=O)C1=C(NC(=O)C2=CC=CC=C2)SC2=C1CCN(CC1=CC=CC=C1)C2,5.11
AB00692415-01,CCN1CCC2=C(C1)SC(NC(=O)C1=CC=CC=C1)=C2C(N)=O,2.37
AB00692414-01,O=C(NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1)C1=CC2=C(OC1=O)C=CC1=C2C=CC=C1,-0.65
AB00692413-01,CC(C)N1CCC2=C(C1)SC(NC(=O)CN1C(=O)CCC1=O)=C2C#N,-1.62
AB00692412-01,CC(C)N1CCC2=C(C1)SC(NC(=O)CCSC1=CC=CC=C1)=C2C#N,-7.97
AB00692411-01,O=C(CCOC1=CC=CC=C1)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-6.64
AB00692410-01,[O-][N+](=O)C1=CC2=C(SC(=C2)C(=O)NC2=C(C#N)C3=C(CN(CC4=CC=CC=C4)CC3)S2)C=C1,-1.36
AB00692409-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=C(Cl)C3=C(S1)C=CC=C3)=C2C#N,2.37
AB00692408-01,ClC1=C(SC2=C1C=CC=C2)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-2.94
AB00692407-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1)=C2C#N,3.25
AB00692406-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=NC3=C(S1)C=CC=C3)=C2C#N,1.3
AB00692405-01,O=C(NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1)C1=NC2=C(S1)C=CC=C2,7.23
AB00692404-01,ClC1=CC=C(S1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,4.23
AB00692403-01,ClC1=CC(C(=O)NC2=C(C#N)C3=C(CN(CC4=CC=CC=C4)CC3)S2)=C(Cl)S1,-2.33
AB00692402-01,CC(C)N1CCC2=C(C1)SC(NC(=O)CC1=CC=CC3=C1C=CC=C3)=C2C#N,-2.55
AB00692401-01,O=C(CC1=CC=CC2=C1C=CC=C2)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,9.09
AB00692400-01,CN1CCC2=C(C1)SC(NC(=O)CC1=CC=CC=C1)=C2C#N,-5.41
AB00692399-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C(C)C)=C2C#N,-7.16
AB00692398-01,CC(C)(C)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-2.96
AB00692397-01,CC(C)OC1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC2)C(C)C)S1,1.83
AB00692396-01,CC(C)N1CCC2=C(C1)SC(NC(=O)CCC1=CC=CC=C1)=C2C#N,-10.24
AB00692395-01,O=C(CCC1=CC=CC=C1)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-9.24
AB00692394-01,CCOC1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-8.21
AB00692393-01,CC(=O)C1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,0.79
AB00692392-01,COC1=CC2=C(C=CC=C2)C=C1C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,3.96
AB00692391-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=CC3=C1C=CC=C3)=C2C#N,5.24
AB00692390-01,O=C(NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1)C1=CC=CC=C1OC1=CC=CC=C1,43.81
AB00692389-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=CC(OC3=CC=CC=C3)=C1)=C2C#N,0.39
AB00692388-01,O=C(NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1)C1=CC=CC(OC2=CC=CC=C2)=C1,-2.84
AB00692387-01,O=C(NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1,2.92
AB00692386-01,CCOC1=CC(=CC(OCC)=C1OCC)C(=O)NC1=C(C#N)C2=C(CN(CC2)C(C)C)S1,17.89
AB00692385-01,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-15.18
AB00692384-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC(Cl)=CC(Cl)=C1)=C2C#N,2.99
AB00692383-01,ClC1=CC(=CC(Cl)=C1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,2.77
AB00692382-01,ClC1=CC=C(Cl)C(=C1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,92.48
AB00692381-01,COC1=CC=C(C(=O)NC2=C(C#N)C3=C(CN(CC4=CC=CC=C4)CC3)S2)C(OC)=C1,2.62
AB00692380-01,COC1=CC(=CC(OC)=C1)C(=O)NC1=C(C#N)C2=C(CN(CC3=CC=CC=C3)CC2)S1,-0.96
AB00692379-01,CC(C)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCC1)=C2C#N,2.89
AB00692378-01,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC2)C(C)C)S1,-0.33
AB00692377-01,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C#N)C2=C(CN(CC2)C(C)C)S1,-1
AB00692376-01,COC(=O)C1=C(NC(=O)C2=CC=C(OC)C=C2)SC2=C1CCN(C2)C(C)C,8.02
AB00692375-01,CCOC(=O)C1=C(NC(=O)C2=CC=CC3=C2C=CC=C3)SC2=C1CCN(CC)C2,99
AB00691514-02,COC1=CC=CC=C1NC1=NC(NCC2=CC=CO2)=C2C=CC=CC2=N1,98.8
AB00689344-01,COC1=CC=C2OC(=O)C(=CC2=C1)C(=O)OC(C)C(=O)C1=CC=C(Cl)C=C1,-1.45
AB00689343-01,COC1=CC=C(\C=N\C2=C(C=CC=C2)C2=NC3=CC=CC=C3NC2=O)C=C1,-7.13
AB00689341-01,CCCCCCCNC(=O)C1=C(N)N(\N=C\C2=CC=CO2)C2=NC3=C(C=CC=C3)N=C12,-9.39
AB00689340-01,CCC(C)NC(=O)C1=C(N)N(\N=C\C2=CC=CC(O)=C2)C2=NC3=C(C=CC=C3)N=C12,60.45
AB00689339-01,CCC(C)NC(=O)C1=C(N)N(\N=C\C2=CC=C(O)C(O)=C2)C2=NC3=C(C=CC=C3)N=C12,25.22
AB00689338-01,CC(C)OCCCNC(=O)C1=C(N)N(\N=C\C2=CC=CC=C2)C2=NC3=C(C=CC=C3)N=C12,-0.75
AB00689337-01,CC(C)OCCCNC(=O)C1=C(N)N(\N=C\C2=C(O)C=CC=C2)C2=NC3=C(C=CC=C3)N=C12,5.52
AB00689336-01,NC1=C(C(=O)NCC2CCCO2)C2=NC3=C(C=CC=C3)N=C2N1\N=C\C1=CC=C(O)C(O)=C1,16.49
AB00689335-01,COCCCNC(=O)C1=C(N)N(\N=C\C2=CC=CN=C2)C2=NC3=C(C=CC=C3)N=C12,-0.11
AB00689334-01,COCCCNC(=O)C1=C(N)N(\N=C\C2=CC=C(O)C(O)=C2)C2=NC3=C(C=CC=C3)N=C12,1.38
AB00689333-01,COCCNC(=O)C1=C(N)N(\N=C\C2=CC=NC=C2)C2=NC3=C(C=CC=C3)N=C12,-12.9
AB00689332-01,CCCCNC(=O)C1=C(N)N(\N=C\C2=CC=CO2)C2=NC3=C(C=CC=C3)N=C12,-13.36
AB00689331-01,COC(=O)C1=CC=C2C(=O)NC3=C(C(=O)OCC=C)C4=NC5=C(C=CC=C5)N=C4N3C2=C1,79.58
AB00689330-01,NC1=C(C(=O)NCC2=CC=CS2)C2=NC3=C(C=CC=C3)N=C2N1C1=CC=C(F)C=C1,1.46
AB00689329-01,CC(C)OCCCN1C(N)=C(C(=O)OCC2CCCO2)C2=NC3=C(C=CC=C3)N=C12,-16.23
AB00689328-01,NC1=C(C(=O)OC2CCCCC2)C2=NC3=CC=CC=C3N=C2N1CC1=CC=CO1,-13.76
AB00689327-01,CC(C)(C)OC(=O)C1=C(N)N(CCO)C2=NC3=C(C=CC=C3)N=C12,6.91
AB00689326-01,NC1=C(C#N)C2=NC3=CC=CC=C3N=C2N1C1=CC=C(NC(=O)C2=CC=CS2)C=C1,-3.55
AB00689325-01,CCCCNC1=NC2=CC=CC=C2N=C1NS(=O)(=O)C1=CC=CC2=C1N=S=N2,-3.88
AB00689324-01,OC(=O)C1=CC(O)=CC=C1NC(=O)CCCN1C(=S)S\C(=C/C2=C(F)C=CC=C2)C1=O,-0.19
AB00689323-01,ClC1=CC=CC(\C=C2/SC(=S)N(CC(=O)NC3=CC=C4OC(=O)C=CC4=C3)C2=O)=C1,-3.21
AB00689322-01,O=C(CN1C(=O)S\C(=C/C2=CC=CC=C2)C1=O)NCCN1C(=O)CSC1=O,-9.93
AB00689321-01,COC1=CC2=C(NC=C2CCNC(=O)CN2C(=O)S\C(=C/C3=CC=C(F)C=C3)C2=O)C=C1,5.3
AB00689320-01,OC(=O)C1=CC=CC(=C1)N1C(=S)S\C(=C\C2=CC=C(O2)C2=CC=CC=C2F)C1=O,0.61
AB00689319-01,OC(=O)CC(N1C(=S)S\C(=C/C2=CC=C(O2)C2=CC=CC(Cl)=C2)C1=O)C(O)=O,-9.59
AB00689318-01,ClC1=CC=CC(=C1)C1=CC=C(O1)C(=O)NNC(=O)C1=CC=CC=C1,10.69
AB00689317-01,CC1=CC=C(OCC2=C(C=CO2)C(=O)NC2=NC=CS2)C=C1,6.92
AB00689316-01,CC(=O)CC1=NSC(NC(=O)C2=C(COC3=CC=C(C)C=C3)OC=C2)=N1,2.86
AB00689315-01,CC(=O)CC1=NSC(NC(=O)C2=C(COC3=CC=CC=C3)OC=C2)=N1,-8.47
AB00689314-01,ClC1=C(OCC2=CC=C(O2)C(=O)NCC=C)C=CC=C1,-4.45
AB00689313-01,CC(=O)CC1=NSC(NC(=O)C2CC3=CC=C(C)C=C3C(=O)O2)=N1,-8.97
AB00689312-01,CCOC(=O)C1=C(C)N=C(NC(=O)CSC2=NC3=C(C(C)=C(S3)C(C)=O)C(=O)N2)S1,1.73
AB00689311-01,CCOC(=O)C1=CC=C(NC(=O)CSC2=NN=C(N2CC=C)C2=CC=C(N)C=C2)C=C1,-1.71
AB00689310-01,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC(=C2)S(=O)(=O)NCC1=CC=CN=C1,-7.76
AB00689309-01,CC1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=S)N(CC(O)=O)C1=O,-9.67
AB00689308-01,OC(=O)CCCN1C(=S)S\C(=C/C2=CC=C(O2)C2=C(F)C=CC=C2)C1=O,-10.01
AB00689307-01,OC(=O)CN1C(=S)S\C(=C/C2=CC=C(O2)C2=C(F)C=CC=C2)C1=O,-12.68
AB00689306-01,CCOC1=CC=C2NC(=O)C(CC(=O)NC3=C(C=C(C)S3)C(=O)OC)SC2=C1,-10.15
AB00689305-01,OC(=O)C1=C(SC2CC(=O)N(CC=C)C2=O)C=CC=C1,-14.67
AB00689304-01,CC1=CC=C(C=C1Cl)N1C(=O)CC(SC2=C(C=CC=N2)C(O)=O)C1=O,-5.46
AB00689303-01,CCCC(=O)NC1=CC(C(=O)\C=C\C2=CC=C(C=C2)C(O)=O)=C(O)C=C1,-2.24
AB00689302-01,OC(=O)C1=CC(O)=CC=C1NC(=O)CCN1C(=S)S\C(=C\C2=CC=CO2)C1=O,-9.45
AB00689301-01,CC(=O)N1N=C(CC1C1=CN(N=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC(NS(C)(=O)=O)=CC=C1,-5.1
AB00689300-01,COC1=CC=C(C=C1)C1=NN(C(C1)C1=CN(N=C1C1=CC=C(C)C=C1)C1=CC=CC=C1)S(C)(=O)=O,-9.22
AB00689299-01,CC(=O)CC1(O)C(=O)N(CCOC2=CC=CC=C2)C2=CC=CC=C12,-5.01
AB00689298-01,CC1=CC(=O)NC2=C(C)C=C(C=C12)S(=O)(=O)NC1=CC=C(O)C=C1,-18.47
AB00689297-01,CC1=CC=C(NS(=O)(=O)C2=CC(C)=C3NC(=O)C=C(C)C3=C2)C=C1C,-12.05
AB00689296-01,CC1=CC=C(NS(=O)(=O)C2=CC(C)=C3NC(=O)C=C(C)C3=C2)C=C1,-4.55
AB00689295-01,CC1=CC(=O)NC2=C(C)C=C(C=C12)S(=O)(=O)NCC1=CC=CO1,-15.38
AB00689294-01,CC1=CC=C(NS(=O)(=O)C2=CC=C3NC(=O)C=C(C)C3=C2)C=C1C,3.62
AB00689293-01,CC1=CC(NS(=O)(=O)C2=CC=C3NC(=O)C=C(C)C3=C2)=CC=C1,-1.81
AB00689292-01,CC1=CC(=O)NC2=CC=C(C=C12)S(=O)(=O)NCC1=CC=CO1,-5.45
AB00689291-01,O=C(CSC1=NN=C(O1)C1=CC=CS1)C1=CC=CC=C1,-5.28
AB00689290-01,OC(=O)C1=CC=CN=C1SCC(=O)N1CCN(CC1)C1=CC=CC=N1,-6.49
AB00689289-01,COC1=CC(=CC=C1)C(=O)COC(=O)C1=C2C=CC=CC2=NC(O)=C1,-10.3
AB00689288-01,OC1=CC(C(=O)OCC(=O)C2=CC=C(Cl)C=C2)=C2C=CC=CC2=N1,-6.29
AB00689287-01,[H]OC(=O)C(CC(=O)N([H])C1=CC=C(OC(F)F)C=C1)N([H])CC1=CC=CO1,-5.48
AB00689286-01,CCNC1=NC2=C(N1CC(O)COC1=CC=C(C)C(C)=C1)C(=O)N(C)C(=O)N2C,16.61
AB00689285-01,CN1C2=C(N(CC(O)COC3=CC=C(C)C(C)=C3)C(NCCCO)=N2)C(=O)N(C)C1=O,-0.32
AB00689284-01,CCC(C)NC1=NC2=C(N1CC(O)COC1=CC=C(Cl)C=C1)C(=O)NC(=O)N2C,2.26
AB00689283-01,CC(O)CNC1=NC2=C(N1CC(O)COC1=CC=C(Cl)C=C1)C(=O)NC(=O)N2C,-0.48
AB00689282-01,CN(CC1=CC=CC=C1)C1=NC2=C(N1CC(O)COC1=CC=C(C)C(C)=C1)C(=O)NC(=O)N2C,-0.63
AB00689281-01,CN1C2=C(N3CC(COC4=CC=CC(C)=C4)OC3=N2)C(=O)NC1=O,-2.36
AB00689280-01,CCC1=CC(OCC(O)CN2C(N\N=C\C3=CC=NC=C3)=NC3=C2C(=O)N(C)C(=O)N3C)=CC=C1,1.14
